fips,date,year,month,day_of_week
21.0,2021-01-20,2021,1,2
22.0,2021-01-20,2021,1,2
25.0,2021-01-20,2021,1,2
24.0,2021-01-20,2021,1,2
23.0,2021-01-20,2021,1,2
26.0,2021-01-20,2021,1,2
27.0,2021-01-20,2021,1,2
29.0,2021-01-20,2021,1,2
69.0,2021-01-20,2021,1,2
28.0,2021-01-20,2021,1,2
30.0,2021-01-20,2021,1,2
37.0,2021-01-20,2021,1,2
38.0,2021-01-20,2021,1,2
31.0,2021-01-20,2021,1,2
33.0,2021-01-20,2021,1,2
34.0,2021-01-20,2021,1,2
35.0,2021-01-20,2021,1,2
32.0,2021-01-20,2021,1,2
36.0,2021-01-20,2021,1,2
39.0,2021-01-20,2021,1,2
40.0,2021-01-20,2021,1,2
41.0,2021-01-20,2021,1,2
42.0,2021-01-20,2021,1,2
72.0,2021-01-20,2021,1,2
44.0,2021-01-20,2021,1,2
45.0,2021-01-20,2021,1,2
46.0,2021-01-20,2021,1,2
47.0,2021-01-20,2021,1,2
48.0,2021-01-20,2021,1,2
49.0,2021-01-20,2021,1,2
51.0,2021-01-20,2021,1,2
78.0,2021-01-20,2021,1,2
50.0,2021-01-20,2021,1,2
53.0,2021-01-20,2021,1,2
55.0,2021-01-20,2021,1,2
54.0,2021-01-20,2021,1,2
56.0,2021-01-20,2021,1,2
2.0,2021-01-19,2021,1,1
1.0,2021-01-19,2021,1,1
5.0,2021-01-19,2021,1,1
60.0,2021-01-19,2021,1,1
4.0,2021-01-19,2021,1,1
6.0,2021-01-19,2021,1,1
8.0,2021-01-19,2021,1,1
9.0,2021-01-19,2021,1,1
11.0,2021-01-19,2021,1,1
10.0,2021-01-19,2021,1,1
12.0,2021-01-19,2021,1,1
13.0,2021-01-19,2021,1,1
66.0,2021-01-19,2021,1,1
15.0,2021-01-19,2021,1,1
19.0,2021-01-19,2021,1,1
16.0,2021-01-19,2021,1,1
17.0,2021-01-19,2021,1,1
18.0,2021-01-19,2021,1,1
20.0,2021-01-19,2021,1,1
21.0,2021-01-19,2021,1,1
22.0,2021-01-19,2021,1,1
25.0,2021-01-19,2021,1,1
24.0,2021-01-19,2021,1,1
23.0,2021-01-19,2021,1,1
26.0,2021-01-19,2021,1,1
27.0,2021-01-19,2021,1,1
29.0,2021-01-19,2021,1,1
69.0,2021-01-19,2021,1,1
28.0,2021-01-19,2021,1,1
30.0,2021-01-19,2021,1,1
37.0,2021-01-19,2021,1,1
38.0,2021-01-19,2021,1,1
31.0,2021-01-19,2021,1,1
33.0,2021-01-19,2021,1,1
34.0,2021-01-19,2021,1,1
35.0,2021-01-19,2021,1,1
32.0,2021-01-19,2021,1,1
36.0,2021-01-19,2021,1,1
39.0,2021-01-19,2021,1,1
40.0,2021-01-19,2021,1,1
41.0,2021-01-19,2021,1,1
42.0,2021-01-19,2021,1,1
72.0,2021-01-19,2021,1,1
44.0,2021-01-19,2021,1,1
45.0,2021-01-19,2021,1,1
46.0,2021-01-19,2021,1,1
47.0,2021-01-19,2021,1,1
48.0,2021-01-19,2021,1,1
49.0,2021-01-19,2021,1,1
51.0,2021-01-19,2021,1,1
78.0,2021-01-19,2021,1,1
50.0,2021-01-19,2021,1,1
,2021-01-19,2021,1,1
