fips,province_state,country_region,latitude,longitude,county,state
,Sichuan,China,30.617,102.71,Unknown,Utah
,Sichuan,China,30.617,102.71,Unknown,Vermont
,Sichuan,China,30.617,102.71,Unknown,Virgin Islands
,Sichuan,China,30.617,102.71,Unknown,Arkansas
,Sichuan,China,30.617,102.71,Unknown,California
,Sichuan,China,30.617,102.71,Unknown,Colorado
,Sichuan,China,30.617,102.71,Unknown,Florida
,Sichuan,China,30.617,102.71,Unknown,Georgia
,Sichuan,China,30.617,102.71,Unknown,Guam
,Sichuan,China,30.617,102.71,Unknown,Hawaii
,Sichuan,China,30.617,102.71,Unknown,Idaho
,Sichuan,China,30.617,102.71,Unknown,Illinois
,Sichuan,China,30.617,102.71,Unknown,Kentucky
,Sichuan,China,30.617,102.71,Unknown,Louisiana
,Sichuan,China,30.617,102.71,Unknown,Maine
,Sichuan,China,30.617,102.71,Unknown,Massachusetts
,Sichuan,China,30.617,102.71,Unknown,Michigan
,Sichuan,China,30.617,102.71,Unknown,Minnesota
,Sichuan,China,30.617,102.71,Unknown,Mississippi
,Sichuan,China,30.617,102.71,Kansas City,Missouri
,Sichuan,China,30.617,102.71,Unknown,Missouri
,Sichuan,China,30.617,102.71,Unknown,Nevada
,Sichuan,China,30.617,102.71,Unknown,New Jersey
,Sichuan,China,30.617,102.71,New York City,New York
,Sichuan,China,30.617,102.71,Unknown,Puerto Rico
,Sichuan,China,30.617,102.71,Unknown,Rhode Island
,Sichuan,China,30.617,102.71,Unknown,Tennessee
,Sichuan,China,30.617,102.71,Unknown,Utah
,Sichuan,China,30.617,102.71,Unknown,Vermont
,Sichuan,China,30.617,102.71,Unknown,Virgin Islands
,Sichuan,China,30.617,102.71,Unknown,Arkansas
,Sichuan,China,30.617,102.71,Unknown,California
,Sichuan,China,30.617,102.71,Unknown,Colorado
,Sichuan,China,30.617,102.71,Unknown,Florida
,Sichuan,China,30.617,102.71,Unknown,Georgia
,Sichuan,China,30.617,102.71,Unknown,Guam
,Sichuan,China,30.617,102.71,Unknown,Hawaii
,Sichuan,China,30.617,102.71,Unknown,Illinois
,Sichuan,China,30.617,102.71,Unknown,Kentucky
,Sichuan,China,30.617,102.71,Unknown,Louisiana
,Sichuan,China,30.617,102.71,Unknown,Maine
,Sichuan,China,30.617,102.71,Unknown,Massachusetts
,Sichuan,China,30.617,102.71,Unknown,Michigan
,Sichuan,China,30.617,102.71,Unknown,Minnesota
,Sichuan,China,30.617,102.71,Unknown,Mississippi
,Sichuan,China,30.617,102.71,Kansas City,Missouri
,Sichuan,China,30.617,102.71,Unknown,Missouri
,Sichuan,China,30.617,102.71,Unknown,Nevada
,Sichuan,China,30.617,102.71,Unknown,New Jersey
,Sichuan,China,30.617,102.71,New York City,New York
,Sichuan,China,30.617,102.71,Unknown,Northern Mariana Islands
,Sichuan,China,30.617,102.71,Unknown,Puerto Rico
,Sichuan,China,30.617,102.71,Unknown,Rhode Island
,Sichuan,China,30.617,102.71,Unknown,Tennessee
,Sichuan,China,30.617,102.71,Unknown,Utah
,Sichuan,China,30.617,102.71,Unknown,Vermont
,Sichuan,China,30.617,102.71,Unknown,Virgin Islands
,Sichuan,China,30.617,102.71,Unknown,Arkansas
,Sichuan,China,30.617,102.71,Unknown,California
,Sichuan,China,30.617,102.71,Unknown,Colorado
,Sichuan,China,30.617,102.71,Unknown,Florida
,Sichuan,China,30.617,102.71,Unknown,Georgia
,Sichuan,China,30.617,102.71,Unknown,Guam
,Sichuan,China,30.617,102.71,Unknown,Hawaii
,Sichuan,China,30.617,102.71,Unknown,Illinois
,Sichuan,China,30.617,102.71,Unknown,Kentucky
,Sichuan,China,30.617,102.71,Unknown,Louisiana
,Sichuan,China,30.617,102.71,Unknown,Maine
,Sichuan,China,30.617,102.71,Unknown,Massachusetts
,Sichuan,China,30.617,102.71,Unknown,Michigan
,Sichuan,China,30.617,102.71,Unknown,Minnesota
,Sichuan,China,30.617,102.71,Kansas City,Missouri
,Sichuan,China,30.617,102.71,Unknown,Missouri
,Sichuan,China,30.617,102.71,Unknown,Nebraska
,Sichuan,China,30.617,102.71,Unknown,Nevada
,Sichuan,China,30.617,102.71,Unknown,New Jersey
,Sichuan,China,30.617,102.71,New York City,New York
,Sichuan,China,30.617,102.71,Unknown,Northern Mariana Islands
,Sichuan,China,30.617,102.71,Unknown,Puerto Rico
,Sichuan,China,30.617,102.71,Unknown,Rhode Island
,Sichuan,China,30.617,102.71,Unknown,Tennessee
,Sichuan,China,30.617,102.71,Unknown,Utah
,Sichuan,China,30.617,102.71,Unknown,Vermont
,Sichuan,China,30.617,102.71,Unknown,Virgin Islands
,Sichuan,China,30.617,102.71,Unknown,Arkansas
,Sichuan,China,30.617,102.71,Unknown,California
,Sichuan,China,30.617,102.71,Unknown,Colorado
,Sichuan,China,30.617,102.71,Unknown,Connecticut
,Sichuan,China,30.617,102.71,Unknown,Florida
,Sichuan,China,30.617,102.71,Unknown,Georgia
,Sichuan,China,30.617,102.71,Unknown,Guam
,Sichuan,China,30.617,102.71,Unknown,Hawaii
,Sichuan,China,30.617,102.71,Unknown,Illinois
,Sichuan,China,30.617,102.71,Unknown,Kentucky
,Sichuan,China,30.617,102.71,Unknown,Louisiana
,Sichuan,China,30.617,102.71,Unknown,Maine
,Sichuan,China,30.617,102.71,Unknown,Massachusetts
,Sichuan,China,30.617,102.71,Unknown,Michigan
,Sichuan,China,30.617,102.71,Unknown,Minnesota
,Sichuan,China,30.617,102.71,Kansas City,Missouri
,Sichuan,China,30.617,102.71,Unknown,Missouri
,Sichuan,China,30.617,102.71,Unknown,Nebraska
,Sichuan,China,30.617,102.71,Unknown,Nevada
,Sichuan,China,30.617,102.71,Unknown,New Jersey
,Sichuan,China,30.617,102.71,New York City,New York
,Sichuan,China,30.617,102.71,Unknown,Northern Mariana Islands
,Sichuan,China,30.617,102.71,Unknown,Puerto Rico
,Sichuan,China,30.617,102.71,Unknown,Rhode Island
,Sichuan,China,30.617,102.71,Unknown,Tennessee
,Sichuan,China,30.617,102.71,Unknown,Utah
,Sichuan,China,30.617,102.71,Unknown,Vermont
,Sichuan,China,30.617,102.71,Unknown,Virgin Islands
,Sichuan,China,30.617,102.71,Unknown,Arkansas
,Sichuan,China,30.617,102.71,Unknown,California
,Sichuan,China,30.617,102.71,Unknown,Colorado
,Sichuan,China,30.617,102.71,Unknown,Connecticut
,Sichuan,China,30.617,102.71,Unknown,Florida
,Sichuan,China,30.617,102.71,Unknown,Georgia
,Sichuan,China,30.617,102.71,Unknown,Guam
,Sichuan,China,30.617,102.71,Unknown,Hawaii
,Sichuan,China,30.617,102.71,Unknown,Illinois
,Sichuan,China,30.617,102.71,Unknown,Indiana
,Sichuan,China,30.617,102.71,Unknown,Kentucky
,Sichuan,China,30.617,102.71,Unknown,Louisiana
,Sichuan,China,30.617,102.71,Unknown,Maine
,Sichuan,China,30.617,102.71,Unknown,Massachusetts
,Sichuan,China,30.617,102.71,Unknown,Michigan
,Sichuan,China,30.617,102.71,Unknown,Minnesota
,Sichuan,China,30.617,102.71,Unknown,Mississippi
,Sichuan,China,30.617,102.71,Kansas City,Missouri
,Sichuan,China,30.617,102.71,Unknown,Missouri
,Sichuan,China,30.617,102.71,Unknown,Nebraska
,Sichuan,China,30.617,102.71,Unknown,Nevada
,Sichuan,China,30.617,102.71,Unknown,New Jersey
,Sichuan,China,30.617,102.71,New York City,New York
,Sichuan,China,30.617,102.71,Unknown,Northern Mariana Islands
,Sichuan,China,30.617,102.71,Unknown,Puerto Rico
,Sichuan,China,30.617,102.71,Unknown,Rhode Island
,Sichuan,China,30.617,102.71,Unknown,Tennessee
,Sichuan,China,30.617,102.71,Unknown,Utah
,Sichuan,China,30.617,102.71,Unknown,Vermont
,Sichuan,China,30.617,102.71,Unknown,Virgin Islands
,Sichuan,China,30.617,102.71,Unknown,Arkansas
,Sichuan,China,30.617,102.71,Unknown,California
,Sichuan,China,30.617,102.71,Unknown,Colorado
,Sichuan,China,30.617,102.71,Unknown,Connecticut
,Sichuan,China,30.617,102.71,Unknown,Florida
,Sichuan,China,30.617,102.71,Unknown,Georgia
,Sichuan,China,30.617,102.71,Unknown,Guam
,Sichuan,China,30.617,102.71,Unknown,Hawaii
,Sichuan,China,30.617,102.71,Unknown,Illinois
,Sichuan,China,30.617,102.71,Unknown,Indiana
,Sichuan,China,30.617,102.71,Unknown,Kentucky
,Sichuan,China,30.617,102.71,Unknown,Louisiana
,Sichuan,China,30.617,102.71,Unknown,Maine
,Sichuan,China,30.617,102.71,Unknown,Massachusetts
,Sichuan,China,30.617,102.71,Unknown,Michigan
,Sichuan,China,30.617,102.71,Unknown,Minnesota
,Sichuan,China,30.617,102.71,Unknown,Mississippi
,Sichuan,China,30.617,102.71,Kansas City,Missouri
,Sichuan,China,30.617,102.71,Unknown,Missouri
,Sichuan,China,30.617,102.71,Unknown,Nebraska
,Sichuan,China,30.617,102.71,Unknown,Nevada
,Sichuan,China,30.617,102.71,Unknown,New Jersey
,Sichuan,China,30.617,102.71,New York City,New York
,Sichuan,China,30.617,102.71,Unknown,Northern Mariana Islands
,Sichuan,China,30.617,102.71,Unknown,Puerto Rico
,Sichuan,China,30.617,102.71,Unknown,Rhode Island
,Sichuan,China,30.617,102.71,Unknown,Tennessee
,Sichuan,China,30.617,102.71,Unknown,Utah
,Sichuan,China,30.617,102.71,Unknown,Vermont
,Sichuan,China,30.617,102.71,Unknown,Virgin Islands
,Sichuan,China,30.617,102.71,Unknown,Alaska
,Sichuan,China,30.617,102.71,Unknown,Arkansas
,Sichuan,China,30.617,102.71,Unknown,California
,Sichuan,China,30.617,102.71,Unknown,Colorado
,Sichuan,China,30.617,102.71,Unknown,Connecticut
,Sichuan,China,30.617,102.71,Unknown,Florida
,Sichuan,China,30.617,102.71,Unknown,Georgia
,Sichuan,China,30.617,102.71,Unknown,Guam
,Sichuan,China,30.617,102.71,Unknown,Hawaii
,Sichuan,China,30.617,102.71,Unknown,Illinois
,Sichuan,China,30.617,102.71,Marion,Ken
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Louisiana
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Kentucky
,Taiwan,Taiwan,23.7,121.0,Unknown,Louisiana
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Unknown,Nevada
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Tennessee
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Arkansas
,Taiwan,Taiwan,23.7,121.0,Unknown,Georgia
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Kentucky
,Taiwan,Taiwan,23.7,121.0,Unknown,Louisiana
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Kansas City,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Nevada
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Tennessee
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Arkansas
,Taiwan,Taiwan,23.7,121.0,Unknown,Georgia
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Kentucky
,Taiwan,Taiwan,23.7,121.0,Unknown,Louisiana
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Unknown,Minnesota
,Taiwan,Taiwan,23.7,121.0,Kansas City,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Nevada
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Tennessee
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Arkansas
,Taiwan,Taiwan,23.7,121.0,Unknown,California
,Taiwan,Taiwan,23.7,121.0,Unknown,Colorado
,Taiwan,Taiwan,23.7,121.0,Unknown,Florida
,Taiwan,Taiwan,23.7,121.0,Unknown,Georgia
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Kentucky
,Taiwan,Taiwan,23.7,121.0,Unknown,Louisiana
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Unknown,Minnesota
,Taiwan,Taiwan,23.7,121.0,Kansas City,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Nevada
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Tennessee
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Arkansas
,Taiwan,Taiwan,23.7,121.0,Unknown,California
,Taiwan,Taiwan,23.7,121.0,Unknown,Colorado
,Taiwan,Taiwan,23.7,121.0,Unknown,Florida
,Taiwan,Taiwan,23.7,121.0,Unknown,Georgia
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Hawaii
,Taiwan,Taiwan,23.7,121.0,Unknown,Illinois
,Taiwan,Taiwan,23.7,121.0,Unknown,Kentucky
,Taiwan,Taiwan,23.7,121.0,Unknown,Louisiana
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Unknown,Minnesota
,Taiwan,Taiwan,23.7,121.0,Kansas City,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Nevada
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Tennessee
,Taiwan,Taiwan,23.7,121.0,Unknown,Vermont
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Arkansas
,Taiwan,Taiwan,23.7,121.0,Unknown,California
,Taiwan,Taiwan,23.7,121.0,Unknown,Colorado
,Taiwan,Taiwan,23.7,121.0,Unknown,Florida
,Taiwan,Taiwan,23.7,121.0,Unknown,Georgia
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Hawaii
,Taiwan,Taiwan,23.7,121.0,Unknown,Illinois
,Taiwan,Taiwan,23.7,121.0,Unknown,Kentucky
,Taiwan,Taiwan,23.7,121.0,Unknown,Louisiana
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Unknown,Minnesota
,Taiwan,Taiwan,23.7,121.0,Kansas City,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Nevada
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Tennessee
,Taiwan,Taiwan,23.7,121.0,Unknown,Vermont
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Arkansas
,Taiwan,Taiwan,23.7,121.0,Unknown,California
,Taiwan,Taiwan,23.7,121.0,Unknown,Colorado
,Taiwan,Taiwan,23.7,121.0,Unknown,Florida
,Taiwan,Taiwan,23.7,121.0,Unknown,Georgia
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Hawaii
,Taiwan,Taiwan,23.7,121.0,Unknown,Illinois
,Taiwan,Taiwan,23.7,121.0,Unknown,Kentucky
,Taiwan,Taiwan,23.7,121.0,Unknown,Louisiana
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Unknown,Minnesota
,Taiwan,Taiwan,23.7,121.0,Kansas City,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Nevada
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Tennessee
,Taiwan,Taiwan,23.7,121.0,Unknown,Vermont
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Arkansas
,Taiwan,Taiwan,23.7,121.0,Unknown,California
,Taiwan,Taiwan,23.7,121.0,Unknown,Colorado
,Taiwan,Taiwan,23.7,121.0,Unknown,Florida
,Taiwan,Taiwan,23.7,121.0,Unknown,Georgia
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Hawaii
,Taiwan,Taiwan,23.7,121.0,Unknown,Idaho
,Taiwan,Taiwan,23.7,121.0,Unknown,Illinois
,Taiwan,Taiwan,23.7,121.0,Unknown,Kentucky
,Taiwan,Taiwan,23.7,121.0,Unknown,Louisiana
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Unknown,Michigan
,Taiwan,Taiwan,23.7,121.0,Unknown,Minnesota
,Taiwan,Taiwan,23.7,121.0,Kansas City,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Nevada
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Ohio
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Tennessee
,Taiwan,Taiwan,23.7,121.0,Unknown,Utah
,Taiwan,Taiwan,23.7,121.0,Unknown,Vermont
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Arkansas
,Taiwan,Taiwan,23.7,121.0,Unknown,California
,Taiwan,Taiwan,23.7,121.0,Unknown,Colorado
,Taiwan,Taiwan,23.7,121.0,Unknown,Florida
,Taiwan,Taiwan,23.7,121.0,Unknown,Georgia
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Hawaii
,Taiwan,Taiwan,23.7,121.0,Unknown,Idaho
,Taiwan,Taiwan,23.7,121.0,Unknown,Illinois
,Taiwan,Taiwan,23.7,121.0,Unknown,Kentucky
,Taiwan,Taiwan,23.7,121.0,Unknown,Louisiana
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Unknown,Michigan
,Taiwan,Taiwan,23.7,121.0,Unknown,Minnesota
,Taiwan,Taiwan,23.7,121.0,Unknown,Mississippi
,Taiwan,Taiwan,23.7,121.0,Kansas City,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Nevada
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Tennessee
,Taiwan,Taiwan,23.7,121.0,Unknown,Utah
,Taiwan,Taiwan,23.7,121.0,Unknown,Vermont
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Arkansas
,Taiwan,Taiwan,23.7,121.0,Unknown,California
,Taiwan,Taiwan,23.7,121.0,Unknown,Colorado
,Taiwan,Taiwan,23.7,121.0,Unknown,Florida
,Taiwan,Taiwan,23.7,121.0,Unknown,Georgia
,Taiwan,Taiwan,23.7,121.0,Unknown,Guam
,Taiwan,Taiwan,23.7,121.0,Unknown,Hawaii
,Taiwan,Taiwan,23.7,121.0,Unknown,Illinois
,Taiwan,Taiwan,23.7,121.0,Unknown,Kentucky
,Taiwan,Taiwan,23.7,121.0,Unknown,Louisiana
,Taiwan,Taiwan,23.7,121.0,Unknown,Maine
,Taiwan,Taiwan,23.7,121.0,Unknown,Massachusetts
,Taiwan,Taiwan,23.7,121.0,Unknown,Michigan
,Taiwan,Taiwan,23.7,121.0,Unknown,Minnesota
,Taiwan,Taiwan,23.7,121.0,Unknown,Mississippi
,Taiwan,Taiwan,23.7,121.0,Kansas City,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Missouri
,Taiwan,Taiwan,23.7,121.0,Unknown,Nevada
,Taiwan,Taiwan,23.7,121.0,Unknown,New Jersey
,Taiwan,Taiwan,23.7,121.0,New York City,New York
,Taiwan,Taiwan,23.7,121.0,Unknown,Northern Mariana Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Puerto Rico
,Taiwan,Taiwan,23.7,121.0,Unknown,Rhode Island
,Taiwan,Taiwan,23.7,121.0,Unknown,Tennessee
,Taiwan,Taiwan,23.7,121.0,Unknown,Utah
,Taiwan,Taiwan,23.7,121.0,Unknown,Vermont
,Taiwan,Taiwan,23.7,121.0,Unknown,Virgin Islands
,Taiwan,Taiwan,23.7,121.0,Unknown,Arkansas
,Taiwan,Taiwan,23.7,121.0,Unknown,California
,Taiwan,Taiwan,23.7,121.0,Unknown,Colorado
,Taiwan,Taiwan,23.7,121.0,Unknown,Florida
