fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalizedcurrently,hospitalized,hospitalizeddischarged
,Anhui,China,1.0,,,,20210119,289939,,1066.0,,
,Beijing,China,14.0,,,,20210119,289939,,1066.0,,
,Chongqing,China,6.0,,,,20210119,289939,,1066.0,,
,Fujian,China,1.0,,,,20210119,289939,,1066.0,,
,Gansu,China,,,,,20210119,289939,,1066.0,,
,Guangdong,China,26.0,,,,20210119,289939,,1066.0,,
,Guangxi,China,2.0,,,,20210119,289939,,1066.0,,
,Guizhou,China,1.0,,,,20210119,289939,,1066.0,,
,Hai,China,4.0,,,,20210119,289939,,1066.0,,
,Hebei,China,1.0,,,,20210119,289939,,1066.0,,
,Heilongjiang,China,,,,,20210119,289939,,1066.0,,
,He,China,5.0,,,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,,,,,20210119,289939,,1066.0,,
,Hubei,China,444.0,17.0,28.0,,20210119,289939,,1066.0,,
,Hu,China,4.0,,,,20210119,289939,,1066.0,,
,Inner Mongolia,China,,,,,20210119,289939,,1066.0,,
,Jiangsu,China,1.0,,,,20210119,289939,,1066.0,,
,Jiangxi,China,2.0,,,,20210119,289939,,1066.0,,
,Jilin,China,,,,,20210119,289939,,1066.0,,
,Liaoning,China,2.0,,,,20210119,289939,,1066.0,,
,Macau,Macau,1.0,,,,20210119,289939,,1066.0,,
,Ningxia,China,1.0,,,,20210119,289939,,1066.0,,
,Qinghai,China,,,,,20210119,289939,,1066.0,,
,Shaanxi,China,,,,,20210119,289939,,1066.0,,
,Shandong,China,2.0,,,,20210119,289939,,1066.0,,
,Shanghai,China,9.0,,,,20210119,289939,,1066.0,,
,Shanxi,China,1.0,,,,20210119,289939,,1066.0,,
,Sichuan,China,5.0,,,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,1.0,,,,20210119,289939,,1066.0,,
,Tianjin,China,4.0,,,,20210119,289939,,1066.0,,
,Tibet,China,,,,,20210119,289939,,1066.0,,
,Washington,US,1.0,,,,20210119,289939,,1066.0,,
,Xinjiang,China,,,,,20210119,289939,,1066.0,,
,Yun,China,1.0,,,,20210119,289939,,1066.0,,
,Zhejiang,China,10.0,,,,20210119,289939,,1066.0,,
,,Japan,2.0,,,,20210119,289939,,1066.0,,
,,Thailand,2.0,,,,20210119,289939,,1066.0,,
,,South Korea,1.0,,,,20210119,289939,,1066.0,,
,Anhui,China,9.0,,,,20210119,289939,,1066.0,,
,Beijing,China,22.0,,,,20210119,289939,,1066.0,,
,Chongqing,China,9.0,,,,20210119,289939,,1066.0,,
,Fujian,China,5.0,,,,20210119,289939,,1066.0,,
,Gansu,China,2.0,,,,20210119,289939,,1066.0,,
,Guangdong,China,32.0,,2.0,,20210119,289939,,1066.0,,
,Guangxi,China,5.0,,,,20210119,289939,,1066.0,,
,Guizhou,China,3.0,,,,20210119,289939,,1066.0,,
,Hai,China,5.0,,,,20210119,289939,,1066.0,,
,Hebei,China,1.0,1.0,,,20210119,289939,,1066.0,,
,Heilongjiang,China,2.0,,,,20210119,289939,,1066.0,,
,He,China,5.0,,,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,2.0,,,,20210119,289939,,1066.0,,
,Hubei,China,444.0,17.0,28.0,,20210119,289939,,1066.0,,
,Hu,China,9.0,,,,20210119,289939,,1066.0,,
,Inner Mongolia,China,,,,,20210119,289939,,1066.0,,
,Jiangsu,China,5.0,,,,20210119,289939,,1066.0,,
,Jiangxi,China,7.0,,,,20210119,289939,,1066.0,,
,Jilin,China,1.0,,,,20210119,289939,,1066.0,,
,Liaoning,China,3.0,,,,20210119,289939,,1066.0,,
,Macau,Macau,2.0,,,,20210119,289939,,1066.0,,
,Ningxia,China,1.0,,,,20210119,289939,,1066.0,,
,Qinghai,China,,,,,20210119,289939,,1066.0,,
,Shaanxi,China,3.0,,,,20210119,289939,,1066.0,,
,Shandong,China,6.0,,,,20210119,289939,,1066.0,,
,Shanghai,China,16.0,,,,20210119,289939,,1066.0,,
,Shanxi,China,1.0,,,,20210119,289939,,1066.0,,
,Sichuan,China,8.0,,,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,1.0,,,,20210119,289939,,1066.0,,
,Tianjin,China,4.0,,,,20210119,289939,,1066.0,,
,Tibet,China,,,,,20210119,289939,,1066.0,,
,Washington,US,1.0,,,,20210119,289939,,1066.0,,
,Xinjiang,China,2.0,,,,20210119,289939,,1066.0,,
,Yun,China,2.0,,,,20210119,289939,,1066.0,,
,Zhejiang,China,27.0,,,,20210119,289939,,1066.0,,
,,Japan,1.0,,,,20210119,289939,,1066.0,,
,,Thailand,3.0,,,,20210119,289939,,1066.0,,
,,South Korea,1.0,,,,20210119,289939,,1066.0,,
,,Singapore,1.0,,,,20210119,289939,,1066.0,,
,,Philippines,,,,,20210119,289939,,1066.0,,
,,Malaysia,,,,,20210119,289939,,1066.0,,
,,Vietnam,2.0,,,,20210119,289939,,1066.0,,
,,Australia,,,,,20210119,289939,,1066.0,,
,,Mexico,,,,,20210119,289939,,1066.0,,
,,Brazil,,,,,20210119,289939,,1066.0,,
,,Colombia,,,,,20210119,289939,,1066.0,,
,Hubei,China,549.0,24.0,31.0,,20210119,289939,,1066.0,,
,Guangdong,China,53.0,,2.0,,20210119,289939,,1066.0,,
,Zhejiang,China,43.0,,1.0,,20210119,289939,,1066.0,,
,Beijing,China,36.0,,1.0,,20210119,289939,,1066.0,,
,Chongqing,China,27.0,,,,20210119,289939,,1066.0,,
,Hu,China,24.0,,,,20210119,289939,,1066.0,,
,Guangxi,China,23.0,,,,20210119,289939,,1066.0,,
,Shanghai,China,20.0,,1.0,,20210119,289939,,1066.0,,
,Jiangxi,China,18.0,,,,20210119,289939,,1066.0,,
,Sichuan,China,15.0,,,,20210119,289939,,1066.0,,
,Shandong,China,15.0,,,,20210119,289939,,1066.0,,
,Anhui,China,15.0,,,,20210119,289939,,1066.0,,
,Fujian,China,10.0,,,,20210119,289939,,1066.0,,
,He,China,9.0,,,,20210119,289939,,1066.0,,
,Jiangsu,China,9.0,,,,20210119,289939,,1066.0,,
,Hai,China,8.0,,,,20210119,289939,,1066.0,,
,Tianjin,China,8.0,,,,20210119,289939,,1066.0,,
,Yun,China,5.0,,,,20210119,289939,,1066.0,,
,Shaanxi,China,5.0,,,,20210119,289939,,1066.0,,
,Heilongjiang,China,4.0,1.0,,,20210119,289939,,1066.0,,
,Liaoning,China,4.0,,,,20210119,289939,,1066.0,,
,Guizhou,China,3.0,,,,20210119,289939,,1066.0,,
,Jilin,China,3.0,,,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,3.0,,,,20210119,289939,,1066.0,,
,Ningxia,China,2.0,,,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,2.0,,,,20210119,289939,,1066.0,,
,Macau,Macau,2.0,,,,20210119,289939,,1066.0,,
,Hebei,China,2.0,1.0,,,20210119,289939,,1066.0,,
,Gansu,China,2.0,,,,20210119,289939,,1066.0,,
,Xinjiang,China,2.0,,,,20210119,289939,,1066.0,,
,Shanxi,China,1.0,,,,20210119,289939,,1066.0,,
,Inner Mongolia,China,1.0,,,,20210119,289939,,1066.0,,
,Qinghai,China,,,,,20210119,289939,,1066.0,,
,Washington,US,1.0,,,,20210119,289939,,1066.0,,
,Illinois,US,1.0,,,,20210119,289939,,1066.0,,
,,Japan,2.0,,,,20210119,289939,,1066.0,,
,,Thailand,5.0,,,,20210119,289939,,1066.0,,
,,South Korea,2.0,,,,20210119,289939,,1066.0,,
,,Singapore,3.0,,,,20210119,289939,,1066.0,,
,,Vietnam,2.0,,,,20210119,289939,,1066.0,,
,Hubei,China,761.0,40.0,32.0,,20210119,289939,,1066.0,,
,Guangdong,China,78.0,,2.0,,20210119,289939,,1066.0,,
,Zhejiang,China,62.0,,1.0,,20210119,289939,,1066.0,,
,Chongqing,China,57.0,,,,20210119,289939,,1066.0,,
,Hu,China,43.0,,,,20210119,289939,,1066.0,,
,Beijing,China,41.0,,2.0,,20210119,289939,,1066.0,,
,Anhui,China,39.0,,,,20210119,289939,,1066.0,,
,Shanghai,China,33.0,,1.0,,20210119,289939,,1066.0,,
,He,China,32.0,,,,20210119,289939,,1066.0,,
,Sichuan,China,28.0,,,,20210119,289939,,1066.0,,
,Shandong,China,27.0,,,,20210119,289939,,1066.0,,
,Guangxi,China,23.0,,,,20210119,289939,,1066.0,,
,Hai,China,19.0,,,,20210119,289939,,1066.0,,
,Jiangxi,China,18.0,,,,20210119,289939,,1066.0,,
,Fujian,China,18.0,,,,20210119,289939,,1066.0,,
,Jiangsu,China,18.0,,1.0,,20210119,289939,,1066.0,,
,Liaoning,China,17.0,,,,20210119,289939,,1066.0,,
,Shaanxi,China,15.0,,,,20210119,289939,,1066.0,,
,Yun,China,11.0,,,,20210119,289939,,1066.0,,
,Tianjin,China,10.0,,,,20210119,289939,,1066.0,,
,Heilongjiang,China,9.0,1.0,,,20210119,289939,,1066.0,,
,Hebei,China,8.0,1.0,,,20210119,289939,,1066.0,,
,Inner Mongolia,China,7.0,,,,20210119,289939,,1066.0,,
,Shanxi,China,6.0,,,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,5.0,,,,20210119,289939,,1066.0,,
,Guizhou,China,4.0,,,,20210119,289939,,1066.0,,
,Jilin,China,4.0,,,,20210119,289939,,1066.0,,
,Gansu,China,4.0,,,,20210119,289939,,1066.0,,
,Ningxia,China,3.0,,,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,3.0,,,,20210119,289939,,1066.0,,
,Xinjiang,China,3.0,,,,20210119,289939,,1066.0,,
,Macau,Macau,2.0,,,,20210119,289939,,1066.0,,
,Qinghai,China,1.0,,,,20210119,289939,,1066.0,,
,Washington,US,1.0,,,,20210119,289939,,1066.0,,
,Illinois,US,1.0,,,,20210119,289939,,1066.0,,
,,Japan,2.0,,,,20210119,289939,,1066.0,,
,,Thailand,7.0,,,,20210119,289939,,1066.0,,
,,South Korea,2.0,,,,20210119,289939,,1066.0,,
,,Singapore,3.0,,,,20210119,289939,,1066.0,,
,,Vietnam,2.0,,,,20210119,289939,,1066.0,,
,,Australia,4.0,,,,20210119,289939,,1066.0,,
,,Nepal,1.0,,,,20210119,289939,,1066.0,,
,,Malaysia,3.0,,,,20210119,289939,,1066.0,,
,Hubei,China,1058.0,52.0,42.0,,20210119,289939,,1066.0,,
,Guangdong,China,111.0,,2.0,,20210119,289939,,1066.0,,
,Zhejiang,China,104.0,,1.0,,20210119,289939,,1066.0,,
,He,China,83.0,1.0,,,20210119,289939,,1066.0,,
,Chongqing,China,75.0,,,,20210119,289939,,1066.0,,
,Hu,China,69.0,,,,20210119,289939,,1066.0,,
,Beijing,China,68.0,,2.0,,20210119,289939,,1066.0,,
,Anhui,China,60.0,,,,20210119,289939,,1066.0,,
,Shandong,China,46.0,,,,20210119,289939,,1066.0,,
,Sichuan,China,44.0,,,,20210119,289939,,1066.0,,
,Shanghai,China,40.0,1.0,1.0,,20210119,289939,,1066.0,,
,Guangxi,China,36.0,,,,20210119,289939,,1066.0,,
,Jiangxi,China,36.0,,,,20210119,289939,,1066.0,,
,Fujian,China,35.0,,,,20210119,289939,,1066.0,,
,Jiangsu,China,33.0,,1.0,,20210119,289939,,1066.0,,
,Hai,China,22.0,,,,20210119,289939,,1066.0,,
,Shaanxi,China,22.0,,,,20210119,289939,,1066.0,,
,Liaoning,China,21.0,,,,20210119,289939,,1066.0,,
,Yun,China,16.0,,,,20210119,289939,,1066.0,,
,Heilongjiang,China,15.0,1.0,,,20210119,289939,,1066.0,,
,Tianjin,China,14.0,,,,20210119,289939,,1066.0,,
,Hebei,China,13.0,1.0,,,20210119,289939,,1066.0,,
,Shanxi,China,9.0,,,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,8.0,,,,20210119,289939,,1066.0,,
,Inner Mongolia,China,7.0,,,,20210119,289939,,1066.0,,
,Gansu,China,7.0,,,,20210119,289939,,1066.0,,
,Guizhou,China,5.0,,,,20210119,289939,,1066.0,,
,Macau,Macau,5.0,,,,20210119,289939,,1066.0,,
,Ningxia,China,4.0,,,,20210119,289939,,1066.0,,
,Jilin,China,4.0,,,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,4.0,,,,20210119,289939,,1066.0,,
,Xinjiang,China,4.0,,,,20210119,289939,,1066.0,,
,Qinghai,China,1.0,,,,20210119,289939,,1066.0,,
,Washington,US,1.0,,,,20210119,289939,,1066.0,,
,Illinois,US,1.0,,,,20210119,289939,,1066.0,,
,California,US,2.0,,,,20210119,289939,,1066.0,,
,Arizona,US,1.0,,,,20210119,289939,,1066.0,,
,,Japan,4.0,,1.0,,20210119,289939,,1066.0,,
,,Thailand,8.0,,2.0,,20210119,289939,,1066.0,,
,,South Korea,3.0,,,,20210119,289939,,1066.0,,
,,Singapore,4.0,,,,20210119,289939,,1066.0,,
,,Vietnam,2.0,,,,20210119,289939,,1066.0,,
,,Australia,4.0,,,,20210119,289939,,1066.0,,
,,Nepal,1.0,,,,20210119,289939,,1066.0,,
,,Malaysia,4.0,,,,20210119,289939,,1066.0,,
,Ontario,Canada,1.0,,,,20210119,289939,,1066.0,,
,Hubei,China,1423.0,76.0,45.0,,20210119,289939,,1066.0,,
,Guangdong,China,151.0,,4.0,,20210119,289939,,1066.0,,
,Zhejiang,China,128.0,,1.0,,20210119,289939,,1066.0,,
,He,China,128.0,1.0,,,20210119,289939,,1066.0,,
,Chongqing,China,110.0,,,,20210119,289939,,1066.0,,
,Hu,China,100.0,,,,20210119,289939,,1066.0,,
,Beijing,China,80.0,1.0,2.0,,20210119,289939,,1066.0,,
,Shandong,China,75.0,,,,20210119,289939,,1066.0,,
,Jiangxi,China,72.0,,2.0,,20210119,289939,,1066.0,,
,Anhui,China,70.0,,,,20210119,289939,,1066.0,,
,Sichuan,China,69.0,,,,20210119,289939,,1066.0,,
,Fujian,China,59.0,,,,20210119,289939,,1066.0,,
,Shanghai,China,53.0,1.0,3.0,,20210119,289939,,1066.0,,
,Jiangsu,China,47.0,,1.0,,20210119,289939,,1066.0,,
,Guangxi,China,46.0,,,,20210119,289939,,1066.0,,
,Shaanxi,China,35.0,,,,20210119,289939,,1066.0,,
,Hai,China,33.0,1.0,,,20210119,289939,,1066.0,,
,Liaoning,China,27.0,,,,20210119,289939,,1066.0,,
,Yun,China,26.0,,,,20210119,289939,,1066.0,,
,Tianjin,China,23.0,,,,20210119,289939,,1066.0,,
,Heilongjiang,China,21.0,1.0,,,20210119,289939,,1066.0,,
,Hebei,China,18.0,1.0,,,20210119,289939,,1066.0,,
,Gansu,China,14.0,,,,20210119,289939,,1066.0,,
,Shanxi,China,13.0,,,,20210119,289939,,1066.0,,
,Inner Mongolia,China,11.0,,,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,8.0,,,,20210119,289939,,1066.0,,
,Guizhou,China,7.0,,,,20210119,289939,,1066.0,,
,Ningxia,China,7.0,,,,20210119,289939,,1066.0,,
,Jilin,China,6.0,,,,20210119,289939,,1066.0,,
,Macau,Macau,6.0,,,,20210119,289939,,1066.0,,
,Qinghai,China,6.0,,,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,5.0,,,,20210119,289939,,1066.0,,
,Xinjiang,China,5.0,,,,20210119,289939,,1066.0,,
,Washington,US,1.0,,,,20210119,289939,,1066.0,,
,Illinois,US,1.0,,,,20210119,289939,,1066.0,,
,California,US,2.0,,,,20210119,289939,,1066.0,,
,Arizona,US,1.0,,,,20210119,289939,,1066.0,,
,,Japan,4.0,,1.0,,20210119,289939,,1066.0,,
,,Thailand,8.0,,2.0,,20210119,289939,,1066.0,,
,,South Korea,4.0,,,,20210119,289939,,1066.0,,
,,Singapore,5.0,,,,20210119,289939,,1066.0,,
,,Vietnam,2.0,,,,20210119,289939,,1066.0,,
,,Nepal,1.0,,,,20210119,289939,,1066.0,,
,,Malaysia,4.0,,,,20210119,289939,,1066.0,,
,Ontario,Canada,1.0,,,,20210119,289939,,1066.0,,
,,Cambodia,1.0,,,,20210119,289939,,1066.0,,
,,Sri Lanka,1.0,,,,20210119,289939,,1066.0,,
,,Ivory Coast,1.0,,,,20210119,289939,,1066.0,,
,New South Wales,Australia,4.0,,,,20210119,289939,,1066.0,,
,Victoria,Australia,1.0,,,,20210119,289939,,1066.0,,
,Hubei,China,3554.0,125.0,80.0,,20210119,289939,,1066.0,,
,Guangdong,China,207.0,,4.0,,20210119,289939,,1066.0,,
,Zhejiang,China,173.0,,3.0,,20210119,289939,,1066.0,,
,He,China,168.0,1.0,,,20210119,289939,,1066.0,,
,Hu,China,143.0,,,,20210119,289939,,1066.0,,
,Chongqing,China,132.0,,,,20210119,289939,,1066.0,,
,Jiangxi,China,109.0,,3.0,,20210119,289939,,1066.0,,
,Anhui,China,106.0,,,,20210119,289939,,1066.0,,
,Shandong,China,95.0,,,,20210119,289939,,1066.0,,
,Beijing,China,91.0,1.0,4.0,,20210119,289939,,1066.0,,
,Sichuan,China,90.0,,,,20210119,289939,,1066.0,,
,Fujian,China,80.0,,,,20210119,289939,,1066.0,,
,Jiangsu,China,70.0,,1.0,,20210119,289939,,1066.0,,
,Shanghai,China,66.0,1.0,4.0,,20210119,289939,,1066.0,,
,Guangxi,China,51.0,,2.0,,20210119,289939,,1066.0,,
,Shaanxi,China,46.0,,,,20210119,289939,,1066.0,,
,Yun,China,44.0,,,,20210119,289939,,1066.0,,
,Hai,China,40.0,1.0,,,20210119,289939,,1066.0,,
,Liaoning,China,34.0,,,,20210119,289939,,1066.0,,
,Hebei,China,33.0,1.0,,,20210119,289939,,1066.0,,
,Heilongjiang,China,33.0,1.0,,,20210119,289939,,1066.0,,
,Shanxi,China,27.0,,,,20210119,289939,,1066.0,,
,Tianjin,China,24.0,,,,20210119,289939,,1066.0,,
,Gansu,China,19.0,,,,20210119,289939,,1066.0,,
,Inner Mongolia,China,15.0,,,,20210119,289939,,1066.0,,
,Ningxia,China,11.0,,,,20210119,289939,,1066.0,,
,Xinjiang,China,10.0,,,,20210119,289939,,1066.0,,
,Guizhou,China,9.0,,,,20210119,289939,,1066.0,,
,Jilin,China,8.0,,,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,8.0,,,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,8.0,,,,20210119,289939,,1066.0,,
,Macau,Macau,7.0,,,,20210119,289939,,1066.0,,
,Qinghai,China,6.0,,,,20210119,289939,,1066.0,,
,Washington,US,1.0,,,,20210119,289939,,1066.0,,
,Illinois,US,1.0,,,,20210119,289939,,1066.0,,
,California,US,2.0,,,,20210119,289939,,1066.0,,
,Arizona,US,1.0,,,,20210119,289939,,1066.0,,
,,Japan,7.0,,1.0,,20210119,289939,,1066.0,,
,,Thailand,14.0,,5.0,,20210119,289939,,1066.0,,
,,South Korea,4.0,,,,20210119,289939,,1066.0,,
,,Singapore,7.0,,,,20210119,289939,,1066.0,,
,,Vietnam,2.0,,,,20210119,289939,,1066.0,,
,,Nepal,1.0,,,,20210119,289939,,1066.0,,
,,Malaysia,4.0,,,,20210119,289939,,1066.0,,
,Ontario,Canada,1.0,,,,20210119,289939,,1066.0,,
,British Columbia,Canada,1.0,,,,20210119,289939,,1066.0,,
,,Cambodia,1.0,,,,20210119,289939,,1066.0,,
,,Sri Lanka,1.0,,,,20210119,289939,,1066.0,,
,New South Wales,Australia,4.0,,,,20210119,289939,,1066.0,,
,Victoria,Australia,1.0,,,,20210119,289939,,1066.0,,
,Bavaria,Germany,4.0,,,,20210119,289939,,1066.0,,
,Hubei,China,3554.0,125.0,88.0,,20210119,289939,,1066.0,,
,Zhejiang,China,296.0,,3.0,,20210119,289939,,1066.0,,
,Guangdong,China,277.0,,5.0,,20210119,289939,,1066.0,,
,Hu,China,221.0,,,,20210119,289939,,1066.0,,
,He,China,206.0,2.0,1.0,,20210119,289939,,1066.0,,
,Anhui,China,152.0,,2.0,,20210119,289939,,1066.0,,
,Chongqing,China,147.0,,1.0,,20210119,289939,,1066.0,,
,Shandong,China,130.0,,1.0,,20210119,289939,,1066.0,,
,Beijing,China,111.0,1.0,4.0,,20210119,289939,,1066.0,,
,Jiangxi,China,109.0,,3.0,,20210119,289939,,1066.0,,
,Sichuan,China,108.0,1.0,1.0,,20210119,289939,,1066.0,,
,Jiangsu,China,99.0,,1.0,,20210119,289939,,1066.0,,
,Shanghai,China,96.0,1.0,5.0,,20210119,289939,,1066.0,,
,Fujian,China,84.0,,,,20210119,289939,,1066.0,,
,Guangxi,China,58.0,,2.0,,20210119,289939,,1066.0,,
,Shaanxi,China,56.0,,,,20210119,289939,,1066.0,,
,Yun,China,55.0,,,,20210119,289939,,1066.0,,
,Hebei,China,48.0,1.0,,,20210119,289939,,1066.0,,
,Hai,China,43.0,1.0,,,20210119,289939,,1066.0,,
,Liaoning,China,39.0,,1.0,,20210119,289939,,1066.0,,
,Heilongjiang,China,38.0,1.0,,,20210119,289939,,1066.0,,
,Tianjin,China,27.0,,,,20210119,289939,,1066.0,,
,Shanxi,China,27.0,,1.0,,20210119,289939,,1066.0,,
,Gansu,China,24.0,,,,20210119,289939,,1066.0,,
,Inner Mongolia,China,16.0,,,,20210119,289939,,1066.0,,
,Xinjiang,China,13.0,,,,20210119,289939,,1066.0,,
,Ningxia,China,12.0,,,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,10.0,,,,20210119,289939,,1066.0,,
,Guizhou,China,9.0,,1.0,,20210119,289939,,1066.0,,
,Jilin,China,9.0,,,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,8.0,,,,20210119,289939,,1066.0,,
,Macau,Macau,7.0,,,,20210119,289939,,1066.0,,
,Qinghai,China,6.0,,,,20210119,289939,,1066.0,,
,Washington,US,1.0,,,,20210119,289939,,1066.0,,
,Illinois,US,1.0,,,,20210119,289939,,1066.0,,
,California,US,2.0,,,,20210119,289939,,1066.0,,
,Arizona,US,1.0,,,,20210119,289939,,1066.0,,
,,Japan,7.0,,1.0,,20210119,289939,,1066.0,,
,,Thailand,14.0,,5.0,,20210119,289939,,1066.0,,
,,South Korea,4.0,,,,20210119,289939,,1066.0,,
,,Singapore,7.0,,,,20210119,289939,,1066.0,,
,,Vietnam,2.0,,,,20210119,289939,,1066.0,,
,,Nepal,1.0,,,,20210119,289939,,1066.0,,
,,Malaysia,7.0,,,,20210119,289939,,1066.0,,
,Ontario,Canada,1.0,,,,20210119,289939,,1066.0,,
,British Columbia,Canada,1.0,,,,20210119,289939,,1066.0,,
,,Cambodia,1.0,,,,20210119,289939,,1066.0,,
,,Sri Lanka,1.0,,,,20210119,289939,,1066.0,,
,New South Wales,Australia,4.0,,,,20210119,289939,,1066.0,,
,Victoria,Australia,1.0,,,,20210119,289939,,1066.0,,
,Bavaria,Germany,4.0,,,,20210119,289939,,1066.0,,
,,Finland,1.0,,,,20210119,289939,,1066.0,,
,,United Arab Emirates,4.0,,,,20210119,289939,,1066.0,,
,Hubei,China,4903.0,162.0,90.0,,20210119,289939,,1066.0,,
,Zhejiang,China,428.0,,4.0,,20210119,289939,,1066.0,,
,Guangdong,China,354.0,,10.0,,20210119,289939,,1066.0,,
,He,China,278.0,2.0,2.0,,20210119,289939,,1066.0,,
,Hu,China,277.0,,2.0,,20210119,289939,,1066.0,,
,Anhui,China,200.0,,2.0,,20210119,289939,,1066.0,,
,Chongqing,China,182.0,,1.0,,20210119,289939,,1066.0,,
,Jiangxi,China,162.0,,5.0,,20210119,289939,,1066.0,,
,Shandong,China,158.0,,1.0,,20210119,289939,,1066.0,,
,Sichuan,China,142.0,1.0,1.0,,20210119,289939,,1066.0,,
,Jiangsu,China,129.0,,1.0,,20210119,289939,,1066.0,,
,Beijing,China,114.0,1.0,4.0,,20210119,289939,,1066.0,,
,Shanghai,China,112.0,1.0,5.0,,20210119,289939,,1066.0,,
,Fujian,China,101.0,,,,20210119,289939,,1066.0,,
,Guangxi,China,78.0,,2.0,,20210119,289939,,1066.0,,
,Yun,China,70.0,,,,20210119,289939,,1066.0,,
,Hebei,China,65.0,1.0,,,20210119,289939,,1066.0,,
,Shaanxi,China,63.0,,,,20210119,289939,,1066.0,,
,Hai,China,46.0,1.0,1.0,,20210119,289939,,1066.0,,
,Heilongjiang,China,44.0,2.0,,,20210119,289939,,1066.0,,
,Liaoning,China,41.0,,1.0,,20210119,289939,,1066.0,,
,Shanxi,China,35.0,,1.0,,20210119,289939,,1066.0,,
,Tianjin,China,31.0,,,,20210119,289939,,1066.0,,
,Gansu,China,26.0,,,,20210119,289939,,1066.0,,
,Inner Mongolia,China,19.0,,,,20210119,289939,,1066.0,,
,Ningxia,China,17.0,,,,20210119,289939,,1066.0,,
,Jilin,China,14.0,,1.0,,20210119,289939,,1066.0,,
,Xinjiang,China,14.0,,,,20210119,289939,,1066.0,,
,Guizhou,China,12.0,,1.0,,20210119,289939,,1066.0,,
,Hong Kong,Hong Kong,10.0,,,,20210119,289939,,1066.0,,
,Taiwan,Taiwan,9.0,,,,20210119,289939,,1066.0,,
,Qinghai,China,8.0,,,,20210119,289939,,1066.0,,
,Macau,Macau,7.0,,,,20210119,289939,,1066.0,,
,Tibet,China,1.0,,,,20210119,289939,,1066.0,,
,Washington,US,1.0,,,,20210119,289939,,1066.0,,
,Illinois,US,1.0,,,,20210119,289939,,1066.0,,
,California,US,2.0,,,,20210119,289939,,1066.0,,
,Arizona,US,1.0,,,,20210119,289939,,1066.0,,
,,Japan,11.0,,1.0,,20210119,289939,,1066.0,,
,,Thailand,14.0,,5.0,,20210119,289939,,1066.0,,
,,South Korea,4.0,,,,20210119,289939,,1066.0,,
,,Singapore,10.0,,,,20210119,289939,,1066.0,,
,,Vietnam,2.0,,,,20210119,289939,,1066.0,,
,,Nepal,1.0,,,,20210119,289939,,1066.0,,
,,Malaysia,8.0,,,,20210119,289939,,1066.0,,
,Ontario,Canada,2.0,,,,20210119,289939,,1066.0,,
,British Columbia,Canada,1.0,,,,20210119,289939,,1066.0,,
,,Cambodia,1.0,,,,20210119,289939,,1066.0,,
,,Sri Lanka,1.0,,,,20210119,289939,,1066.0,,
,New South Wales,Australia,4.0,,2.0,,20210119,289939,,1066.0,,
,Victoria,Australia,2.0,,,,20210119,289939,,1066.0,,
,Queensland,Australia,3.0,,,,20210119,289939,,1066.0,,
,Bavaria,Germany,4.0,,,,20210119,289939,,1066.0,,
,,Finland,1.0,,,,20210119,289939,,1066.0,,
,,United Arab Emirates,4.0,,,,20210119,289939,,1066.0,,
,,Philippines,1.0,,,,20210119,289939,,1066.0,,
,,India,1.0,,,,20210119,289939,,1066.0,,
,Hubei,China,5806.0,204.0,141.0,,20210119,289939,,1066.0,,
,Zhejiang,China,538.0,,14.0,,20210119,289939,,1066.0,,
,Guangdong,China,436.0,,11.0,,20210119,289939,,1066.0,,
,He,China,352.0,2.0,3.0,,20210119,289939,,1066.0,,
,Hu,China,332.0,,2.0,,20210119,289939,,1066.0,,
,Jiangxi,China,240.0,,7.0,,20210119,289939,,1066.0,,
,Anhui,China,237.0,,3.0,,20210119,289939,,1066.0,,
,Chongqing,China,211.0,,1.0,,20210119,289939,,1066.0,,
,Shandong,China,184.0,,2.0,,20210119,289939,,1066.0,,
,Sichuan,China,177.0,1.0,1.0,,20210119,289939,,1066.0,,
,Jiangsu,China,168.0,,5.0,,20210119,289939,,1066.0,,
,Beijing,China,139.0,1.0,5.0,,20210119,289939,,1066.0,,
,Shanghai,China,135.0,1.0,9.0,,20210119,289939,,1066.0,,
,Fujian,China,120.0,,,,20210119,289939,,1066.0,,
,Guangxi,China,87.0,,2.0,,20210119,289939,,1066.0,,
,Shaanxi,China,87.0,,,,20210119,289939,,1066.0,,
,Yun,China,83.0,,1.0,,20210119,289939,,1066.0,,
