fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalizedcurrently,hospitalized,hospitalizeddischarged
,Faroe Islands,Denmark,187.0,0.0,178.0,9.0,20210119,289939,,1066.0,,
,French Guiana,France,111.0,1.0,87.0,23.0,20210119,289939,,1066.0,,
,French Polynesia,France,57.0,0.0,41.0,16.0,20210119,289939,,1066.0,,
,Fujian,China,355.0,1.0,349.0,5.0,20210119,289939,,1066.0,,
,Gibraltar,United Kingdom,133.0,0.0,131.0,2.0,20210119,289939,,1066.0,,
,Greenland,Denmark,11.0,0.0,11.0,0.0,20210119,289939,,1066.0,,
,Guadeloupe,France,149.0,12.0,82.0,55.0,20210119,289939,,1066.0,,
,Guangdong,China,1585.0,8.0,1534.0,43.0,20210119,289939,,1066.0,,
,Hebei,China,328.0,6.0,318.0,4.0,20210119,289939,,1066.0,,
,Heilongjiang,China,930.0,13.0,508.0,409.0,20210119,289939,,1066.0,,
,Hong Kong,China,1035.0,4.0,725.0,306.0,20210119,289939,,1066.0,,
,Hubei,China,68128.0,4512.0,63593.0,23.0,20210119,289939,,1066.0,,
,Inner Mongolia,China,197.0,1.0,114.0,82.0,20210119,289939,,1066.0,,
,Isle of Man,United Kingdom,308.0,18.0,230.0,60.0,20210119,289939,,1066.0,,
,Jilin,China,109.0,1.0,99.0,9.0,20210119,289939,,1066.0,,
,Manitoba,Canada,263.0,6.0,0.0,257.0,20210119,289939,,1066.0,,
,Martinique,France,170.0,14.0,77.0,79.0,20210119,289939,,1066.0,,
,Mayotte,France,354.0,4.0,144.0,206.0,20210119,289939,,1066.0,,
,Montserrat,United Kingdom,11.0,1.0,2.0,8.0,20210119,289939,,1066.0,,
,New Brunswick,Canada,118.0,0.0,0.0,118.0,20210119,289939,,1066.0,,
,New Caledonia,France,18.0,0.0,17.0,1.0,20210119,289939,,1066.0,,
,Newfoundland and Labrador,Canada,256.0,3.0,0.0,253.0,20210119,289939,,1066.0,,
,Northwest Territories,Canada,5.0,0.0,0.0,5.0,20210119,289939,,1066.0,,
,Ontario,Canada,14550.0,862.0,0.0,13688.0,20210119,289939,,1066.0,,
,Prince Edward Island,Canada,26.0,0.0,0.0,26.0,20210119,289939,,1066.0,,
,Quebec,Canada,22616.0,1340.0,0.0,21276.0,20210119,289939,,1066.0,,
,,Canada,0.0,0.0,15149.0,-15149.0,20210119,289939,,1066.0,,
,,US,0.0,0.0,99079.0,-99079.0,20210119,289939,,1066.0,,
,Reunion,France,412.0,0.0,300.0,112.0,20210119,289939,,1066.0,,
,Saint Barthelemy,France,6.0,0.0,6.0,0.0,20210119,289939,,1066.0,,
,Saint Pierre and Miquelon,France,1.0,0.0,0.0,1.0,20210119,289939,,1066.0,,
,Saskatchewan,Canada,341.0,4.0,0.0,337.0,20210119,289939,,1066.0,,
,Shaanxi,China,286.0,3.0,253.0,30.0,20210119,289939,,1066.0,,
,Shandong,China,787.0,7.0,767.0,13.0,20210119,289939,,1066.0,,
,Shanghai,China,641.0,7.0,558.0,76.0,20210119,289939,,1066.0,,
,Shanxi,China,197.0,0.0,149.0,48.0,20210119,289939,,1066.0,,
,Sint Maarten,Netherlands,73.0,12.0,22.0,39.0,20210119,289939,,1066.0,,
,St Martin,France,38.0,3.0,24.0,11.0,20210119,289939,,1066.0,,
,Tianjin,China,190.0,3.0,181.0,6.0,20210119,289939,,1066.0,,
,Turks and Caicos Islands,United Kingdom,11.0,1.0,4.0,6.0,20210119,289939,,1066.0,,
,Yukon,Canada,11.0,0.0,0.0,11.0,20210119,289939,,1066.0,,
,Yun,China,185.0,2.0,180.0,3.0,20210119,289939,,1066.0,,
,,Afghanistan,1351.0,43.0,188.0,1120.0,20210119,289939,,1066.0,,
,,Albania,678.0,27.0,394.0,257.0,20210119,289939,,1066.0,,
,,Algeria,3127.0,415.0,1408.0,1304.0,20210119,289939,,1066.0,,
,,Andorra,731.0,40.0,344.0,347.0,20210119,289939,,1066.0,,
,,Angola,25.0,2.0,6.0,17.0,20210119,289939,,1066.0,,
,,Antigua and Barbuda,24.0,3.0,11.0,10.0,20210119,289939,,1066.0,,
,,Argentina,3607.0,176.0,976.0,2455.0,20210119,289939,,1066.0,,
,,Armenia,1596.0,27.0,728.0,841.0,20210119,289939,,1066.0,,
,,Austria,15071.0,530.0,11872.0,2669.0,20210119,289939,,1066.0,,
,,Azerbaijan,1592.0,21.0,1013.0,558.0,20210119,289939,,1066.0,,
,,Bahamas,73.0,11.0,15.0,47.0,20210119,289939,,1066.0,,
,,Bahrain,2518.0,8.0,1113.0,1397.0,20210119,289939,,1066.0,,
,,Bangladesh,4689.0,131.0,112.0,4446.0,20210119,289939,,1066.0,,
,,Barbados,77.0,6.0,31.0,40.0,20210119,289939,,1066.0,,
,,Belarus,8773.0,63.0,1120.0,7590.0,20210119,289939,,1066.0,,
,,Belgium,44293.0,6679.0,10122.0,27492.0,20210119,289939,,1066.0,,
,,Belize,18.0,2.0,5.0,11.0,20210119,289939,,1066.0,,
,,Benin,54.0,1.0,27.0,26.0,20210119,289939,,1066.0,,
,,Bhutan,7.0,0.0,3.0,4.0,20210119,289939,,1066.0,,
,,Bolivia,807.0,44.0,54.0,709.0,20210119,289939,,1066.0,,
,,Bosnia and Herzegovina,1421.0,55.0,538.0,828.0,20210119,289939,,1066.0,,
,,Botswana,22.0,1.0,0.0,21.0,20210119,289939,,1066.0,,
,,Brazil,54043.0,3704.0,27655.0,22684.0,20210119,289939,,1066.0,,
,,Brunei,138.0,1.0,120.0,17.0,20210119,289939,,1066.0,,
,,Bulgaria,1234.0,54.0,197.0,983.0,20210119,289939,,1066.0,,
,,Burkina Faso,629.0,41.0,425.0,163.0,20210119,289939,,1066.0,,
,,Burma,144.0,5.0,9.0,130.0,20210119,289939,,1066.0,,
,,Burundi,11.0,1.0,4.0,6.0,20210119,289939,,1066.0,,
,,Cabo Verde,88.0,1.0,1.0,86.0,20210119,289939,,1066.0,,
,,Cambodia,122.0,0.0,117.0,5.0,20210119,289939,,1066.0,,
,,Cameroon,1430.0,43.0,668.0,719.0,20210119,289939,,1066.0,,
,,Central African Republic,16.0,0.0,10.0,6.0,20210119,289939,,1066.0,,
,,Chad,40.0,0.0,8.0,32.0,20210119,289939,,1066.0,,
,,Chile,12306.0,174.0,6327.0,5805.0,20210119,289939,,1066.0,,
,,Colombia,4881.0,225.0,1003.0,3653.0,20210119,289939,,1066.0,,
,,Congo (Brazzaville),200.0,6.0,19.0,175.0,20210119,289939,,1066.0,,
,,Congo (Kinshasa),394.0,25.0,48.0,321.0,20210119,289939,,1066.0,,
,,Costa Rica,687.0,6.0,216.0,465.0,20210119,289939,,1066.0,,
,,Cote d'Ivoire,1077.0,14.0,419.0,644.0,20210119,289939,,1066.0,,
,,Croatia,2009.0,51.0,982.0,976.0,20210119,289939,,1066.0,,
,,Cuba,1285.0,49.0,416.0,820.0,20210119,289939,,1066.0,,
,,Cyprus,804.0,14.0,98.0,692.0,20210119,289939,,1066.0,,
,,Czechia,7273.0,214.0,2371.0,4688.0,20210119,289939,,1066.0,,
,,Denmark,8210.0,403.0,5526.0,2281.0,20210119,289939,,1066.0,,
,,Diamond Princess,712.0,13.0,645.0,54.0,20210119,289939,,1066.0,,
,,Djibouti,999.0,2.0,330.0,667.0,20210119,289939,,1066.0,,
,,Dominica,16.0,0.0,10.0,6.0,20210119,289939,,1066.0,,
,,Dominican Republic,5749.0,267.0,763.0,4719.0,20210119,289939,,1066.0,,
,,Ecuador,22719.0,576.0,1366.0,20777.0,20210119,289939,,1066.0,,
,,Egypt,4092.0,294.0,1075.0,2723.0,20210119,289939,,1066.0,,
,,El Salvador,274.0,8.0,75.0,191.0,20210119,289939,,1066.0,,
,,Equatorial Guinea,214.0,1.0,7.0,206.0,20210119,289939,,1066.0,,
,,Eritrea,39.0,0.0,11.0,28.0,20210119,289939,,1066.0,,
,,Estonia,1605.0,46.0,206.0,1353.0,20210119,289939,,1066.0,,
,,Eswatini,36.0,1.0,10.0,25.0,20210119,289939,,1066.0,,
,,Ethiopia,117.0,3.0,25.0,89.0,20210119,289939,,1066.0,,
,,Fiji,18.0,0.0,10.0,8.0,20210119,289939,,1066.0,,
,,Finland,4395.0,177.0,2500.0,1718.0,20210119,289939,,1066.0,,
,,Gabon,172.0,3.0,26.0,143.0,20210119,289939,,1066.0,,
,,Gambia,10.0,1.0,8.0,1.0,20210119,289939,,1066.0,,
,,Georgia,444.0,5.0,132.0,307.0,20210119,289939,,1066.0,,
,,Germany,154999.0,5760.0,109800.0,39439.0,20210119,289939,,1066.0,,
,,Ghana,1279.0,10.0,134.0,1135.0,20210119,289939,,1066.0,,
,,Greece,2490.0,130.0,577.0,1783.0,20210119,289939,,1066.0,,
,,Grenada,15.0,0.0,7.0,8.0,20210119,289939,,1066.0,,
,,Guatemala,430.0,11.0,30.0,389.0,20210119,289939,,1066.0,,
,,Guinea,954.0,6.0,191.0,757.0,20210119,289939,,1066.0,,
,,Guinea-Bissau,52.0,0.0,3.0,49.0,20210119,289939,,1066.0,,
,,Guyana,73.0,7.0,12.0,54.0,20210119,289939,,1066.0,,
,,Haiti,72.0,6.0,6.0,60.0,20210119,289939,,1066.0,,
,,Vatican City,9.0,0.0,2.0,7.0,20210119,289939,,1066.0,,
,,Honduras,591.0,55.0,58.0,478.0,20210119,289939,,1066.0,,
,,Hungary,2443.0,262.0,458.0,1723.0,20210119,289939,,1066.0,,
,,Iceland,1789.0,10.0,1542.0,237.0,20210119,289939,,1066.0,,
,,India,24530.0,780.0,5498.0,18252.0,20210119,289939,,1066.0,,
,,Indonesia,8211.0,689.0,1002.0,6520.0,20210119,289939,,1066.0,,
,,Iran,88194.0,5574.0,66599.0,16021.0,20210119,289939,,1066.0,,
,,Iraq,1708.0,86.0,1204.0,418.0,20210119,289939,,1066.0,,
,,Ireland,18184.0,1014.0,9233.0,7937.0,20210119,289939,,1066.0,,
,,Israel,15058.0,194.0,6003.0,8861.0,20210119,289939,,1066.0,,
,,Italy,192994.0,25969.0,60498.0,106527.0,20210119,289939,,1066.0,,
,,Jamaica,288.0,7.0,28.0,253.0,20210119,289939,,1066.0,,
,,Japan,12829.0,345.0,1530.0,10954.0,20210119,289939,,1066.0,,
,,Jordan,441.0,7.0,326.0,108.0,20210119,289939,,1066.0,,
,,Kazakhstan,2482.0,25.0,604.0,1853.0,20210119,289939,,1066.0,,
,,Kenya,336.0,14.0,94.0,228.0,20210119,289939,,1066.0,,
,,South Korea,10718.0,240.0,8635.0,1843.0,20210119,289939,,1066.0,,
,,Kosovo,510.0,12.0,93.0,405.0,20210119,289939,,1066.0,,
,,Kuwait,2614.0,15.0,613.0,1986.0,20210119,289939,,1066.0,,
,,Kyrgyzstan,665.0,8.0,345.0,312.0,20210119,289939,,1066.0,,
,,Laos,19.0,0.0,4.0,15.0,20210119,289939,,1066.0,,
,,Latvia,784.0,12.0,267.0,505.0,20210119,289939,,1066.0,,
,,Lebanon,696.0,22.0,140.0,534.0,20210119,289939,,1066.0,,
,,Liberia,117.0,8.0,25.0,84.0,20210119,289939,,1066.0,,
,,Libya,61.0,2.0,18.0,41.0,20210119,289939,,1066.0,,
,,Liechtenstein,81.0,1.0,55.0,25.0,20210119,289939,,1066.0,,
,,Lithuania,1410.0,40.0,430.0,940.0,20210119,289939,,1066.0,,
,,Luxembourg,3695.0,85.0,3007.0,603.0,20210119,289939,,1066.0,,
,,MS Zaandam,9.0,2.0,0.0,7.0,20210119,289939,,1066.0,,
,,Madagascar,122.0,0.0,61.0,61.0,20210119,289939,,1066.0,,
,,Malawi,33.0,3.0,4.0,26.0,20210119,289939,,1066.0,,
,,Malaysia,5691.0,96.0,3663.0,1932.0,20210119,289939,,1066.0,,
,,Maldives,129.0,0.0,16.0,113.0,20210119,289939,,1066.0,,
,,Mali,325.0,21.0,87.0,217.0,20210119,289939,,1066.0,,
,,Malta,447.0,3.0,223.0,221.0,20210119,289939,,1066.0,,
,,Mauritania,7.0,1.0,6.0,0.0,20210119,289939,,1066.0,,
,,Mauritius,331.0,9.0,285.0,37.0,20210119,289939,,1066.0,,
,,Mexico,12872.0,1221.0,7149.0,4502.0,20210119,289939,,1066.0,,
,,Moldova,3110.0,84.0,755.0,2271.0,20210119,289939,,1066.0,,
,,Monaco,94.0,4.0,41.0,49.0,20210119,289939,,1066.0,,
,,Mongolia,37.0,0.0,9.0,28.0,20210119,289939,,1066.0,,
,,Montenegro,319.0,6.0,123.0,190.0,20210119,289939,,1066.0,,
,,Morocco,3758.0,158.0,486.0,3114.0,20210119,289939,,1066.0,,
,,Mozambique,65.0,0.0,12.0,53.0,20210119,289939,,1066.0,,
,,Namibia,16.0,0.0,7.0,9.0,20210119,289939,,1066.0,,
,,Nepal,49.0,0.0,11.0,38.0,20210119,289939,,1066.0,,
,,Netherlands,36535.0,4289.0,0.0,32246.0,20210119,289939,,1066.0,,
,,New Zealand,1461.0,18.0,1118.0,325.0,20210119,289939,,1066.0,,
,,Nicaragua,11.0,3.0,7.0,1.0,20210119,289939,,1066.0,,
,,Niger,681.0,24.0,289.0,368.0,20210119,289939,,1066.0,,
,,Nigeria,1095.0,32.0,208.0,855.0,20210119,289939,,1066.0,,
,,North Macedonia,1326.0,57.0,337.0,932.0,20210119,289939,,1066.0,,
,,Norway,7463.0,199.0,32.0,7232.0,20210119,289939,,1066.0,,
,,Oman,1790.0,10.0,325.0,1455.0,20210119,289939,,1066.0,,
,,Pakistan,11940.0,253.0,2755.0,8932.0,20210119,289939,,1066.0,,
,,Panama,5338.0,154.0,319.0,4865.0,20210119,289939,,1066.0,,
,,Papua New Guinea,8.0,0.0,0.0,8.0,20210119,289939,,1066.0,,
,,Paraguay,223.0,9.0,78.0,136.0,20210119,289939,,1066.0,,
,,Peru,21648.0,634.0,7496.0,13518.0,20210119,289939,,1066.0,,
,,Philippines,7192.0,477.0,762.0,5953.0,20210119,289939,,1066.0,,
,,Poland,10892.0,494.0,1944.0,8454.0,20210119,289939,,1066.0,,
,,Portugal,22797.0,854.0,1228.0,20715.0,20210119,289939,,1066.0,,
,,Qatar,8525.0,10.0,809.0,7706.0,20210119,289939,,1066.0,,
,,Romania,10417.0,567.0,2817.0,7033.0,20210119,289939,,1066.0,,
,,Russia,68622.0,615.0,5568.0,62439.0,20210119,289939,,1066.0,,
,,Rwanda,176.0,0.0,87.0,89.0,20210119,289939,,1066.0,,
,,Saint Kitts and Nevis,15.0,0.0,2.0,13.0,20210119,289939,,1066.0,,
,,Saint Lucia,15.0,0.0,15.0,0.0,20210119,289939,,1066.0,,
,,Saint Vincent and the Grenadines,14.0,0.0,5.0,9.0,20210119,289939,,1066.0,,
,,San Marino,513.0,40.0,64.0,409.0,20210119,289939,,1066.0,,
,,Sao Tome and Principe,4.0,0.0,0.0,4.0,20210119,289939,,1066.0,,
,,Saudi Arabia,15102.0,127.0,2049.0,12926.0,20210119,289939,,1066.0,,
,,Senegal,545.0,7.0,262.0,276.0,20210119,289939,,1066.0,,
,,Serbia,6630.0,125.0,870.0,5635.0,20210119,289939,,1066.0,,
,,Seychelles,11.0,0.0,6.0,5.0,20210119,289939,,1066.0,,
,,Sierra Leone,82.0,2.0,10.0,70.0,20210119,289939,,1066.0,,
,,Singapore,12075.0,12.0,956.0,11107.0,20210119,289939,,1066.0,,
,,Slovakia,1360.0,17.0,355.0,988.0,20210119,289939,,1066.0,,
,,Slovenia,1373.0,80.0,211.0,1082.0,20210119,289939,,1066.0,,
,,Somalia,328.0,16.0,8.0,304.0,20210119,289939,,1066.0,,
,,South Africa,4220.0,79.0,1473.0,2668.0,20210119,289939,,1066.0,,
,,South Sudan,5.0,0.0,0.0,5.0,20210119,289939,,1066.0,,
,,Spain,219764.0,22524.0,92355.0,104885.0,20210119,289939,,1066.0,,
,,Sri Lanka,420.0,7.0,109.0,304.0,20210119,289939,,1066.0,,
,,Sudan,174.0,16.0,14.0,144.0,20210119,289939,,1066.0,,
,,Suriname,10.0,1.0,7.0,2.0,20210119,289939,,1066.0,,
,,Sweden,17567.0,2152.0,1005.0,14410.0,20210119,289939,,1066.0,,
,,Switzerland,28677.0,1589.0,21000.0,6088.0,20210119,289939,,1066.0,,
,,Syria,42.0,3.0,6.0,33.0,20210119,289939,,1066.0,,
,,Taiwan*,428.0,6.0,264.0,158.0,20210119,289939,,1066.0,,
,,Tanzania,299.0,10.0,48.0,241.0,20210119,289939,,1066.0,,
,,Thailand,2907.0,51.0,2547.0,309.0,20210119,289939,,1066.0,,
,,Timor-Leste,24.0,0.0,2.0,22.0,20210119,289939,,1066.0,,
,,Togo,90.0,6.0,59.0,25.0,20210119,289939,,1066.0,,
,,Trinidad and Tobago,115.0,8.0,48.0,59.0,20210119,289939,,1066.0,,
,,Tunisia,922.0,38.0,194.0,690.0,20210119,289939,,1066.0,,
,,Turkey,104912.0,2600.0,21737.0,80575.0,20210119,289939,,1066.0,,
,,Uganda,75.0,0.0,46.0,29.0,20210119,289939,,1066.0,,
,,Ukraine,7647.0,193.0,601.0,6853.0,20210119,289939,,1066.0,,
,,United Arab Emirates,9281.0,64.0,1760.0,7457.0,20210119,289939,,1066.0,,
,,United Kingdom,143464.0,19506.0,0.0,123958.0,20210119,289939,,1066.0,,
,,Uruguay,563.0,12.0,369.0,182.0,20210119,289939,,1066.0,,
,,Uzbekistan,1804.0,8.0,621.0,1175.0,20210119,289939,,1066.0,,
,,Venezuela,318.0,10.0,132.0,176.0,20210119,289939,,1066.0,,
,,Vietnam,270.0,0.0,220.0,50.0,20210119,289939,,1066.0,,
,,West Bank and Gaza,484.0,4.0,92.0,388.0,20210119,289939,,1066.0,,
,,Western Sahara,6.0,0.0,5.0,1.0,20210119,289939,,1066.0,,
,,Yemen,1.0,0.0,1.0,0.0,20210119,289939,,1066.0,,
,,Zambia,84.0,3.0,37.0,44.0,20210119,289939,,1066.0,,
,,Zimbabwe,29.0,4.0,2.0,23.0,20210119,289939,,1066.0,,
,Australian Capital Territory,Australia,105.0,3.0,88.0,14.0,20210119,289939,,1066.0,,
,New South Wales,Australia,2982.0,33.0,1379.0,1570.0,20210119,289939,,1066.0,,
,Northern Territory,Australia,28.0,0.0,9.0,19.0,20210119,289939,,1066.0,,
,Queensland,Australia,1026.0,6.0,738.0,282.0,20210119,289939,,1066.0,,
,South Australia,Australia,438.0,4.0,331.0,103.0,20210119,289939,,1066.0,,
,Tasmania,Australia,207.0,9.0,67.0,131.0,20210119,289939,,1066.0,,
,Victoria,Australia,1343.0,16.0,1172.0,155.0,20210119,289939,,1066.0,,
,Western Australia,Australia,548.0,8.0,340.0,200.0,20210119,289939,,1066.0,,
,Utah,US,58.0,1.0,0.0,57.0,20210119,289939,,1066.0,,
,Utah,US,21.0,0.0,0.0,21.0,20210119,289939,,1066.0,,
,Massachusetts,US,24.0,1.0,0.0,23.0,20210119,289939,,1066.0,,
,Michigan,US,74.0,0.0,0.0,74.0,20210119,289939,,1066.0,,
,Missouri,US,486.0,15.0,0.0,471.0,20210119,289939,,1066.0,,
,Michigan,US,1026.0,31.0,0.0,995.0,20210119,289939,,1066.0,,
,Utah,US,11.0,0.0,0.0,11.0,20210119,289939,,1066.0,,
,Utah,US,9.0,0.0,0.0,9.0,20210119,289939,,1066.0,,
,Utah,US,143.0,2.0,0.0,141.0,20210119,289939,,1066.0,,
,Alberta,Canada,4233.0,73.0,0.0,4160.0,20210119,289939,,1066.0,,
,Anguilla,United Kingdom,3.0,0.0,1.0,2.0,20210119,289939,,1066.0,,
,Aruba,Netherlands,100.0,2.0,69.0,29.0,20210119,289939,,1066.0,,
,Bermuda,United Kingdom,109.0,5.0,39.0,65.0,20210119,289939,,1066.0,,
,"""Bonaire"," Sint Eustatius and Saba""",-68.0,5.0,0.0,0.0,20210119,289939,,1066.0,,
,British Columbia,Canada,1948.0,100.0,0.0,1848.0,20210119,289939,,1066.0,,
,British Virgin Islands,United Kingdom,6.0,1.0,3.0,2.0,20210119,289939,,1066.0,,
,Cayman Islands,United Kingdom,70.0,1.0,8.0,61.0,20210119,289939,,1066.0,,
,Channel Islands,United Kingdom,525.0,35.0,332.0,158.0,20210119,289939,,1066.0,,
,Curacao,Netherlands,16.0,1.0,11.0,4.0,20210119,289939,,1066.0,,
,Diamond Princess,Canada,0.0,1.0,0.0,0.0,20210119,289939,,1066.0,,
,Falkland Islands (Malvinas),United Kingdom,13.0,0.0,11.0,2.0,20210119,289939,,1066.0,,
,Faroe Islands,Denmark,187.0,0.0,178.0,9.0,20210119,289939,,1066.0,,
,French Guiana,France,111.0,1.0,87.0,23.0,20210119,289939,,1066.0,,
,French Polynesia,France,57.0,0.0,41.0,16.0,20210119,289939,,1066.0,,
,Gibraltar,United Kingdom,136.0,0.0,131.0,5.0,20210119,289939,,1066.0,,
,Greenland,Denmark,11.0,0.0,11.0,0.0,20210119,289939,,1066.0,,
,Guadeloupe,France,149.0,12.0,82.0,55.0,20210119,289939,,1066.0,,
,Guangdong,China,1586.0,8.0,1542.0,36.0,20210119,289939,,1066.0,,
,Heilongjiang,China,935.0,13.0,511.0,411.0,20210119,289939,,1066.0,,
,Hong Kong,China,1037.0,4.0,753.0,280.0,20210119,289939,,1066.0,,
,Hubei,China,68128.0,4512.0,63604.0,12.0,20210119,289939,,1066.0,,
,Inner Mongolia,China,198.0,1.0,121.0,76.0,20210119,289939,,1066.0,,
,Isle of Man,United Kingdom,308.0,18.0,243.0,47.0,20210119,289939,,1066.0,,
,Macau,China,45.0,0.0,28.0,17.0,20210119,289939,,1066.0,,
,Manitoba,Canada,267.0,6.0,0.0,261.0,20210119,289939,,1066.0,,
,Martinique,France,175.0,14.0,77.0,84.0,20210119,289939,,1066.0,,
,Mayotte,France,380.0,4.0,144.0,232.0,20210119,289939,,1066.0,,
,Montserrat,United Kingdom,11.0,1.0,2.0,8.0,20210119,289939,,1066.0,,
,New Brunswick,Canada,118.0,0.0,0.0,118.0,20210119,289939,,1066.0,,
,New Caledonia,France,18.0,0.0,17.0,1.0,20210119,289939,,1066.0,,
,Newfoundland and Labrador,Canada,257.0,3.0,0.0,254.0,20210119,289939,,1066.0,,
,Northwest Territories,Canada,5.0,0.0,0.0,5.0,20210119,289939,,1066.0,,
,Ontario,Canada,15012.0,916.0,0.0,14096.0,20210119,289939,,1066.0,,
,Prince Edward Island,Canada,26.0,0.0,0.0,26.0,20210119,289939,,1066.0,,
,Quebec,Canada,23267.0,1446.0,0.0,21821.0,20210119,289939,,1066.0,,
,,Canada,0.0,0.0,16013.0,-16013.0,20210119,289939,,1066.0,,
,,US,0.0,0.0,100372.0,-100372.0,20210119,289939,,1066.0,,
,Reunion,France,417.0,0.0,300.0,117.0,20210119,289939,,1066.0,,
,Saint Barthelemy,France,6.0,0.0,6.0,0.0,20210119,289939,,1066.0,,
,Saint Pierre and Miquelon,France,1.0,0.0,0.0,1.0,20210119,289939,,1066.0,,
,Saskatchewan,Canada,349.0,4.0,0.0,345.0,20210119,289939,,1066.0,,
,Shanghai,China,642.0,7.0,558.0,77.0,20210119,289939,,1066.0,,
,Shanxi,China,197.0,0.0,154.0,43.0,20210119,289939,,1066.0,,
,Sint Maarten,Netherlands,73.0,12.0,22.0,39.0,20210119,289939,,1066.0,,
,St Martin,France,38.0,3.0,24.0,11.0,20210119,289939,,1066.0,,
,Tianjin,China,190.0,3.0,182.0,5.0,20210119,289939,,1066.0,,
,Turks and Caicos Islands,United Kingdom,11.0,1.0,4.0,6.0,20210119,289939,,1066.0,,
,Yukon,Canada,11.0,0.0,0.0,11.0,20210119,289939,,1066.0,,
,Yun,China,185.0,2.0,181.0,2.0,20210119,289939,,1066.0,,
,Zhejiang,China,1268.0,1.0,1257.0,10.0,20210119,289939,,1066.0,,
,,Afghanistan,1463.0,47.0,188.0,1228.0,20210119,289939,,1066.0,,
,,Albania,712.0,27.0,403.0,282.0,20210119,289939,,1066.0,,
,,Algeria,3256.0,419.0,1479.0,1358.0,20210119,289939,,1066.0,,
,,Andorra,738.0,40.0,344.0,354.0,20210119,289939,,1066.0,,
,,Angola,25.0,2.0,6.0,17.0,20210119,289939,,1066.0,,
,,Antigua and Barbuda,24.0,3.0,11.0,10.0,20210119,289939,,1066.0,,
,,Argentina,3780.0,185.0,1030.0,2565.0,20210119,289939,,1066.0,,
,,Armenia,1677.0,28.0,803.0,846.0,20210119,289939,,1066.0,,
,,Austria,15148.0,536.0,12103.0,2509.0,20210119,289939,,1066.0,,
,,Azerbaijan,1617.0,21.0,1080.0,516.0,20210119,289939,,1066.0,,
,,Bahamas,78.0,11.0,15.0,52.0,20210119,289939,,1066.0,,
,,Bahrain,2588.0,8.0,1160.0,1420.0,20210119,289939,,1066.0,,
,,Bangladesh,4998.0,140.0,113.0,4745.0,20210119,289939,,1066.0,,
,,Barbados,79.0,6.0,31.0,42.0,20210119,289939,,1066.0,,
,,Belarus,9590.0,67.0,1573.0,7950.0,20210119,289939,,1066.0,,
,,Belgium,45325.0,6917.0,10417.0,27991.0,20210119,289939,,1066.0,,
,,Belize,18.0,2.0,5.0,11.0,20210119,289939,,1066.0,,
,,Benin,54.0,1.0,27.0,26.0,20210119,289939,,1066.0,,
,,Bhutan,7.0,0.0,3.0,4.0,20210119,289939,,1066.0,,
,,Bolivia,866.0,46.0,54.0,766.0,20210119,289939,,1066.0,,
,,Bosnia and Herzegovina,1486.0,57.0,592.0,837.0,20210119,289939,,1066.0,,
,,Botswana,22.0,1.0,0.0,21.0,20210119,289939,,1066.0,,
,,Brazil,59324.0,4057.0,29160.0,26107.0,20210119,289939,,1066.0,,
,,Brunei,138.0,1.0,121.0,16.0,20210119,289939,,1066.0,,
,,Bulgaria,1247.0,55.0,197.0,995.0,20210119,289939,,1066.0,,
,,Burkina Faso,629.0,41.0,442.0,146.0,20210119,289939,,1066.0,,
,,Burma,146.0,5.0,10.0,131.0,20210119,289939,,1066.0,,
,,Burundi,11.0,1.0,4.0,6.0,20210119,289939,,1066.0,,
,,Cabo Verde,90.0,1.0,1.0,88.0,20210119,289939,,1066.0,,
,,Cambodia,122.0,0.0,117.0,5.0,20210119,289939,,1066.0,,
,,Cameroon,1518.0,53.0,697.0,768.0,20210119,289939,,1066.0,,
,,Central African Republic,16.0,0.0,10.0,6.0,20210119,289939,,1066.0,,
,,Chad,46.0,0.0,15.0,31.0,20210119,289939,,1066.0,,
,,Chile,12858.0,181.0,6746.0,5931.0,20210119,289939,,1066.0,,
,,Colombia,5142.0,233.0,1067.0,3842.0,20210119,289939,,1066.0,,
,,Congo (Brazzaville),200.0,6.0,19.0,175.0,20210119,289939,,1066.0,,
,,Congo (Kinshasa),416.0,28.0,49.0,339.0,20210119,289939,,1066.0,,
,,Costa Rica,693.0,6.0,242.0,445.0,20210119,289939,,1066.0,,
,,Cote d'Ivoire,1077.0,14.0,419.0,644.0,20210119,289939,,1066.0,,
,,Croatia,2016.0,54.0,1034.0,928.0,20210119,289939,,1066.0,,
,,Cuba,1337.0,51.0,437.0,849.0,20210119,289939,,1066.0,,
,,Cyprus,810.0,14.0,148.0,648.0,20210119,289939,,1066.0,,
,,Czechia,7352.0,218.0,2453.0,4681.0,20210119,289939,,1066.0,,
,,Denmark,8445.0,418.0,5669.0,2358.0,20210119,289939,,1066.0,,
,,Diamond Princess,712.0,13.0,645.0,54.0,20210119,289939,,1066.0,,
,,Djibouti,1008.0,2.0,373.0,633.0,20210119,289939,,1066.0,,
,,Dominica,16.0,0.0,13.0,3.0,20210119,289939,,1066.0,,
,,Dominican Republic,5926.0,273.0,822.0,4831.0,20210119,289939,,1066.0,,
,,Ecuador,22719.0,576.0,1366.0,20777.0,20210119,289939,,1066.0,,
,,Egypt,4319.0,307.0,1114.0,2898.0,20210119,289939,,1066.0,,
